lng,lat,Price,Capacity,CID
116.324476,39.564071,14000,38,334
115.981967,40.057374,14000,12,335
116.444996,40.2216,13000,17,336
116.215509,40.153211,13000,31,337
116.605845,40.427429,12000,10,338
116.462656,40.068722,20000,13,339
116.378834,40.037736,20000,21,340
116.144638,40.274264,14000,36,341
116.829364,40.1291,13000,18,342
116.089922,39.594133,12000,23,343
116.595901,40.195889,13000,36,344
116.67051,40.261028,12000,21,345
116.274683,39.645207,13000,14,346
116.332501,40.561238,8000,16,347
116.728098,39.820594,13000,32,348
116.682163,40.138234,12000,12,349
116.437982,40.115582,14000,14,350
116.894142,40.6699,10000,10,351
116.513531,40.204355,12000,10,352
116.211895,40.285697,13000,13,353
116.217696,39.712535,13000,36,354
116.336971,40.340357,14000,7,355
116.352561,39.838817,18000,97,356
116.294663,40.291376,12000,29,357
116.2872,39.951274,18000,18,358
116.622474,40.025471,13000,10,359
116.076784,40.196524,12000,20,360
116.420066,39.857331,16000,22,361
116.549038,39.677206,13000,13,362
116.503407,40.306219,10000,31,363
115.961385,40.371726,10000,7,364
115.98834,40.556846,10000,22,365
116.613006,39.933811,20000,30,366
116.005387,40.1548,14000,31,367
116.464005,39.806128,14000,31,368
116.386677,40.122489,14000,25,369
116.096266,40.348453,8000,16,370
116.40897,39.935235,30000,13,371
116.711258,39.925774,14000,10,372
116.386765,39.642786,14000,21,373
116.734005,40.160941,14000,10,374
116.402291,39.996475,30000,34,375
116.512855,40.229537,13000,20,376
116.134435,39.681877,12000,33,377
116.59724,39.706903,13000,25,378
116.184776,39.807324,18000,20,379
116.293305,39.997372,18000,25,380
116.17929,40.27149,12000,16,381
116.646622,39.937374,13000,29,382
116.171636,40.011337,20000,23,383
116.50614,39.98398,20000,27,384
115.977087,39.691224,13000,21,385
116.474533,39.657633,14000,10,386
116.019033,39.875472,15000,22,387
116.369181,40.231261,12000,37,388
116.615988,40.077477,13000,12,389
116.47266,39.628208,14000,12,390
116.436295,39.852599,18000,10,391
116.493874,39.809722,14000,37,392
116.704306,40.079333,12000,12,393
116.503535,40.127985,13000,26,394
115.878718,40.10637,15000,7,395
116.538867,39.748538,12000,25,396
115.962553,39.639986,13000,9,397
116.785163,39.655273,12000,35,398
116.601687,39.929288,30000,10,399
116.434992,40.152581,13000,13,400
116.377522,39.816566,18000,20,401
116.281097,39.82957,22000,33,402
116.600043,39.928163,30000,10,403
116.661974,40.123481,13000,23,404
116.747301,40.213401,13000,14,405
116.075424,40.00097,15000,22,406
116.524573,39.965224,20000,13,407
116.829272,40.170029,12000,16,408
116.261548,40.088678,22000,52,409
116.178127,40.07308,18000,37,410
116.300248,39.666189,12000,25,411
116.146139,39.885029,14000,25,412
116.429223,39.889171,20000,10,413
116.720716,40.049458,12000,29,414
116.876467,39.767778,13000,17,415
116.207905,39.631653,12000,10,416
116.193206,39.964262,18000,34,417
116.18091,40.113235,18000,30,418
116.551355,39.886051,25000,9,419
116.771349,40.113074,14000,29,420
116.231007,39.792048,13000,12,421
116.843264,39.840192,13000,9,422
116.174554,39.858182,16000,31,423
116.560021,39.957718,30000,33,424
116.566033,40.291173,9000,10,425
116.422448,39.572287,14000,13,426
116.650608,40.411771,8000,10,427
116.12466,40.021877,14000,7,428
116.029188,39.816555,12000,25,429
116.7219,39.939652,13000,26,430
116.459483,40.036512,25000,16,431
116.557101,40.029946,25000,27,432
116.431917,39.940964,30000,13,433
116.251308,39.732544,13000,34,434
116.336971,40.340357,13000,16,435
116.293054,39.977891,16000,21,436
116.663536,39.636464,14000,26,437
116.79617,40.280537,12000,13,438
116.467209,39.9942,30000,31,439
116.272307,39.67155,13000,35,440
116.494929,39.927556,25000,16,441
116.144958,40.109743,20000,8,442
116.010959,40.0742,15000,10,443
116.086213,39.696682,13000,16,444
116.429954,39.876757,30000,18,445
116.553725,40.066043,12000,31,446
116.881331,40.33026,10000,9,447
115.939743,39.764165,13000,21,448
116.629365,39.969081,30000,56,449
116.434217,39.646605,14000,13,450
116.32152,40.007958,16000,18,451
115.938495,40.498121,12000,13,452
116.483458,39.996298,30000,13,453
116.475206,40.258993,13000,14,454
116.420389,39.994628,25000,22,455
116.534574,40.07838,13000,8,456
116.392858,39.813547,16000,8,457
116.298421,39.828085,20000,17,458
116.688118,40.3477,9000,12,459
116.44482,39.759247,14000,23,460
116.413276,39.919248,30000,25,461
116.190057,40.012443,16000,12,462
116.753748,40.324372,8000,12,463
116.349614,39.794855,13000,27,464
116.168133,39.760873,12000,16,465
116.725859,40.364976,10000,9,466
116.546715,39.855996,20000,39,467
116.33098,39.638985,14000,10,468
116.119329,40.188194,13000,34,469
116.450856,39.575654,14000,8,470
116.529679,39.773452,14000,22,471
116.29156,39.70461,13000,9,472
116.240105,39.571484,14000,12,473
116.371843,39.887796,35000,31,474
116.55679,39.635706,13000,8,475
116.309295,40.227492,13000,18,476
116.722217,40.164043,12000,9,477
116.315163,39.759838,14000,33,478
116.677258,40.063309,13000,17,479
116.26379,39.931131,18000,21,480
116.146645,40.498454,10000,16,481
116.644156,40.121209,12000,13,482
116.370801,40.141051,13000,16,483
116.846941,39.806537,13000,22,484
116.462273,40.135667,14000,8,485
116.759958,40.35843,11000,9,486
116.438836,39.870758,35000,23,487
116.281482,39.864377,20000,13,488
116.322767,39.773872,13000,10,489
116.013829,39.960492,15000,14,490
116.858611,40.186566,12000,10,491
116.62958,39.815021,13000,34,492
116.360261,40.071559,13000,18,493
116.784564,40.033449,12000,5,494
116.586569,40.045734,30000,22,495
116.360089,39.742282,13000,35,496
116.067857,39.675082,12000,8,497
